Headline,Body ID,Stance,actual,predicted,prob_0,prob_1,prob_2,prob_3
Amazon.com to open first physical store in Manhattan: DJ,1840,unrelated,unrelated,unrelated,9.2955235e-09,2.3271078e-09,3.4922837e-07,0.99999964
ISIS chlorine attack on security forces confirmed – Iraq officials,2024,unrelated,unrelated,unrelated,5.2432677e-07,4.4471588e-07,1.7618715e-05,0.9999814
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',742,discuss,discuss,discuss,0.0016248833,7.305489e-07,0.9983735,8.4224814e-07
Whiz kid stock picker: I didn't actually make $72M trading,1987,discuss,discuss,agree,0.8257027,0.019220201,0.1548045,0.00027261948
Strange mark turns out to be tropical spider burrowing under vacationer's skin,2042,disagree,disagree,disagree,0.081492595,0.5158186,0.40261078,7.8014506e-05
"Tom Brokaw 'wants Brian Williams out': NBC legend 'furious' at Iraq war lie, as it's claimed executives warned anchor to stop exaggerating the story in the past",110,discuss,discuss,discuss,0.038658746,0.00654933,0.954775,1.6914511e-05
Small Meteorite Strikes in Nicaragua's Capital City of Managua,534,unrelated,unrelated,unrelated,3.2372377e-08,1.5409915e-08,5.5676757e-08,0.9999999
Seven teenage girls get pregnant on school trip,1408,unrelated,unrelated,unrelated,3.0411094e-08,6.427118e-09,1.2373575e-08,1.0
ISIS Getting Ebola,236,unrelated,unrelated,unrelated,1.1694932e-06,1.5758178e-07,1.3157972e-06,0.9999974
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",2302,unrelated,unrelated,unrelated,9.9709744e-08,2.0053934e-08,1.7774573e-07,0.99999976
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2127,unrelated,unrelated,unrelated,1.9663622e-08,2.5788498e-08,1.972043e-06,0.999998
Alleged audio of Michael Brown shooting released,1916,discuss,discuss,discuss,2.0883148e-05,1.25536135e-05,0.9953146,0.0046519684
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",2445,unrelated,unrelated,unrelated,1.1380083e-06,2.7337083e-07,6.750139e-07,0.99999785
UPDATE: Internet report of Ebola outbreak in Purdon not true,1383,unrelated,unrelated,unrelated,2.6497776e-07,2.4352516e-08,2.3592794e-07,0.9999995
Seven teenage girls get pregnant on school trip,1183,unrelated,unrelated,unrelated,1.3105679e-06,4.1504514e-08,2.7799813e-06,0.9999958
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1787,unrelated,unrelated,unrelated,1.2440713e-06,4.9064585e-07,0.00025681005,0.9997415
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",917,unrelated,unrelated,unrelated,7.769042e-08,1.7903542e-08,2.661859e-06,0.99999726
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),1349,unrelated,unrelated,unrelated,1.0736374e-07,1.0090907e-08,7.850867e-05,0.9999213
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',346,unrelated,unrelated,unrelated,2.5347727e-08,9.924097e-09,8.6185315e-07,0.99999905
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,1572,unrelated,unrelated,unrelated,8.648766e-08,6.809217e-08,1.9290013e-05,0.99998057
"Despite no Ebola case in Kansas City, the rumor goes viral",1843,unrelated,unrelated,unrelated,5.143869e-08,1.8139007e-08,2.4502597e-08,0.9999999
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,2022,unrelated,unrelated,unrelated,5.9156328e-08,1.3950505e-08,5.5605705e-07,0.9999994
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1125,unrelated,unrelated,unrelated,4.214474e-09,2.6004072e-09,5.0857943e-07,0.9999995
"Islamic State leader's family detained by Lebanon, officials say",1787,unrelated,unrelated,unrelated,1.8526081e-06,8.1196384e-07,0.0024420395,0.9975553
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",205,unrelated,unrelated,unrelated,9.408897e-08,3.1243454e-09,1.2002007e-06,0.9999987
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,794,agree,agree,disagree,0.44344628,0.52817845,0.028365526,9.731986e-06
Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head,1724,unrelated,unrelated,unrelated,6.499635e-07,4.0027913e-08,4.8875864e-07,0.9999988
Banksy arrest hoax: US website claims street artist caught in Watford,1349,unrelated,unrelated,unrelated,2.388416e-07,4.2814268e-08,1.6413036e-06,0.9999981
Report of quarantined Texas town NOT real; shared on a 'fake' news website,409,unrelated,unrelated,unrelated,0.00013305672,3.6016547e-05,6.263625e-05,0.9997683
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",614,unrelated,unrelated,unrelated,7.5820466e-08,1.8797653e-08,7.860432e-08,0.9999999
Nicaragua asks U.S. for help investigating meteorite crater,1573,disagree,disagree,discuss,0.17333585,0.32977933,0.49687514,9.710337e-06
Did Comcast Get a Man Fired From His Job for Complaining About Its Service?,2447,unrelated,unrelated,unrelated,1.7751545e-06,4.83196e-06,1.0644154e-05,0.9999827
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,2434,unrelated,unrelated,unrelated,1.7653461e-09,4.6044364e-09,3.1564718e-07,0.99999964
Marijuana May Soon Spark Just a Ticket in New York,2163,discuss,discuss,discuss,4.5623085e-05,5.113287e-05,0.99987745,2.5798317e-05
Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,2159,discuss,discuss,discuss,0.0015031892,8.321938e-05,0.9983993,1.43201805e-05
Saudi cleric issues fatwa on snowmen,1064,agree,agree,agree,0.9938467,0.00059131766,0.0055571785,4.7664753e-06
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1864,discuss,discuss,agree,0.9385831,0.015755534,0.045654763,6.562167e-06
Alleged audio of Michael Brown shooting has surfaced,1934,discuss,discuss,discuss,1.864902e-05,1.3694487e-06,0.9999486,3.1366624e-05
Marijuana May Soon Spark Just a Ticket in New York,1192,unrelated,unrelated,unrelated,1.00934345e-08,7.0085306e-08,1.7341279e-06,0.9999982
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",2268,unrelated,unrelated,unrelated,5.725927e-05,4.183744e-05,0.26339293,0.736508
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,2159,discuss,discuss,discuss,0.0010409929,0.00010088971,0.74749124,0.25136688
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1029,unrelated,unrelated,unrelated,4.3532953e-08,2.492825e-09,3.8698326e-07,0.9999995
Lebanon confirms holding ISIS chief’s kin,1948,unrelated,unrelated,unrelated,0.00039573474,1.3164709e-05,0.08262405,0.91696703
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",75,unrelated,unrelated,unrelated,0.00048539703,0.0001395221,0.4330208,0.5663543
Reports: Boko Haram may release schoolgirls as part of deal,34,unrelated,unrelated,unrelated,1.5609908e-07,6.899678e-08,5.090928e-05,0.99994886
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",2067,discuss,discuss,discuss,7.036933e-05,1.8959336e-06,0.99986005,6.761417e-05
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,917,unrelated,unrelated,unrelated,3.7491083e-07,3.0803258e-07,3.5682348e-07,0.9999989
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1430,discuss,discuss,discuss,4.651774e-06,1.7622616e-06,0.99999356,3.694241e-08
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2139,discuss,discuss,discuss,2.395816e-05,1.1427221e-05,0.99996436,2.8642623e-07
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,989,unrelated,unrelated,unrelated,4.6691665e-07,1.1671186e-06,6.990131e-05,0.9999285
Meteorite strike in Nicaragua puzzles experts,1573,disagree,disagree,disagree,0.07967914,0.7349738,0.18533635,1.06757625e-05
Missing Planes,1574,unrelated,unrelated,unrelated,6.0031664e-07,7.2645108e-09,1.3333935e-06,0.9999981
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,1012,discuss,discuss,discuss,5.34364e-05,9.391156e-06,0.99993193,5.253222e-06
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,618,unrelated,unrelated,unrelated,1.0782942e-07,4.2154324e-09,2.623825e-09,0.9999999
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,480,unrelated,unrelated,unrelated,2.7133997e-06,4.036196e-08,5.5446235e-06,0.99999166
Zack Snyder Responds to Fake Stolen Batmobile Report,529,unrelated,unrelated,unrelated,6.350399e-07,6.9412614e-08,2.0427434e-07,0.99999905
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,529,unrelated,unrelated,unrelated,9.314766e-09,2.171521e-09,1.667189e-07,0.9999999
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,834,agree,agree,discuss,0.16954614,0.0007362026,0.82971275,4.9824316e-06
Pumpkin Spice condoms? Don't fall for this hoax.,1954,agree,agree,agree,0.9027823,0.00046591813,0.09674811,3.6280983e-06
New Audio Shows Michael Brown Was Shot at 11 Times,1720,unrelated,unrelated,unrelated,4.0268638e-08,3.1971297e-09,9.962516e-08,0.9999999
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,2227,agree,agree,agree,0.760893,0.0001694439,0.23892306,1.4484495e-05
Meteorite 'caused mysterious boom in Nicaragua',1372,unrelated,unrelated,unrelated,3.0044376e-07,2.5004502e-07,4.1308616e-05,0.99995816
Penis Drawn On Bugatti Veyron Could Be World's Most Expensive Car Vandalism,1349,unrelated,unrelated,unrelated,8.5290014e-07,4.9177764e-08,1.6805529e-05,0.99998224
TBS speeds up Seinfeld a full 7.5 percent - here is the proof,1686,unrelated,unrelated,unrelated,0.0070797754,0.0009999382,0.00038026465,0.99154
EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,2009,unrelated,unrelated,unrelated,8.030618e-07,1.1973655e-08,1.3442152e-06,0.99999785
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1363,discuss,discuss,discuss,0.0011977999,7.451291e-05,0.9968725,0.0018551764
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1376,agree,agree,discuss,0.45444164,4.7751477e-05,0.54548424,2.636456e-05
IS using scorpion bombs to terrify Iraqi civilians,730,unrelated,unrelated,unrelated,0.008943509,0.00016871725,0.038537335,0.9523504
"Small meteorite strikes Nicaragua, government says",1400,unrelated,unrelated,unrelated,3.0325417e-08,8.791939e-08,3.968367e-06,0.99999595
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",734,unrelated,unrelated,unrelated,1.9155438e-07,1.2489139e-08,3.4740292e-08,0.99999976
"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",1388,discuss,discuss,discuss,0.016077429,0.0002494858,0.9836722,8.628653e-07
"Managua explosion not a meteorite, NASA suggests",1948,unrelated,unrelated,unrelated,9.241591e-08,4.6150948e-08,2.2110526e-06,0.9999976
Tropical spider 'burrowed under man's skin through scar' - video report,214,unrelated,unrelated,unrelated,3.858455e-08,6.1398544e-09,2.1245703e-05,0.99997866
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1430,discuss,discuss,discuss,0.0055233873,0.0003105289,0.9941613,4.7109565e-06
See the Crater a Meteorite Made in Nicaragua,816,unrelated,unrelated,unrelated,1.2223377e-08,5.739582e-08,1.1334597e-07,0.99999976
Dog found abandoned at Scottish train station with suitcase of belongings,1647,unrelated,unrelated,unrelated,7.274097e-06,8.306985e-08,3.0502158e-06,0.9999896
"Texas, Hold 'Em",1383,unrelated,unrelated,unrelated,0.0028103234,0.0003191715,0.075017616,0.9218529
Pumpkin Spice condoms? Don't fall for this hoax.,2302,unrelated,unrelated,unrelated,1.3957178e-07,3.9418786e-08,4.762699e-07,0.9999994
"Jihadi John named as Mohammed Emwazi, from west London",1574,unrelated,unrelated,unrelated,4.7112587e-07,3.8007997e-09,4.2490463e-08,0.9999995
British rapper a suspect in ISIS beheading,2434,unrelated,unrelated,unrelated,6.387029e-09,4.9798647e-08,9.3256466e-07,0.99999905
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1966,discuss,discuss,discuss,0.00077524263,9.689234e-06,0.999212,3.000543e-06
"Report: new 12-inch MacBook Air slims down, has single USB port",480,unrelated,unrelated,unrelated,8.8149235e-08,8.312215e-09,2.3089992e-06,0.9999976
Purported ISIS claim: Jordan airstrike kills female US hostage,2125,unrelated,unrelated,unrelated,1.2760491e-08,3.6558042e-08,1.5779661e-06,0.99999833
WHO says reports of suspected Ebola cases in Iraq are untrue,75,unrelated,unrelated,unrelated,5.5915418e-08,6.4407586e-09,9.033435e-07,0.99999905
Man who SLAPS people if they sneeze in public being hunted by police,1848,unrelated,unrelated,unrelated,5.3048657e-06,1.810135e-06,3.6671443e-06,0.9999893
"What We Know About Kim Yo Jong, Who May Control North Korea",2330,unrelated,unrelated,unrelated,3.1822015e-08,3.779504e-09,1.4130386e-07,0.9999999
Isis tells mother on rescue mission :’You’ve just eaten your son’,1299,unrelated,unrelated,unrelated,4.725261e-08,3.466457e-08,1.2915403e-07,0.99999976
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1804,agree,agree,agree,0.6301134,0.00011560007,0.36976227,8.75321e-06
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,712,discuss,discuss,discuss,0.019770892,0.0015954453,0.9766044,0.0020292904
Wife and child of Islamic State leader Baghdadi held in Lebanon,170,unrelated,unrelated,unrelated,8.12067e-08,7.670041e-08,8.314349e-06,0.99999154
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,1372,unrelated,unrelated,unrelated,1.8696023e-06,7.289722e-08,3.533976e-06,0.9999945
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",169,unrelated,unrelated,unrelated,4.3621134e-07,1.0383995e-07,4.4574273e-05,0.99995494
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",214,unrelated,unrelated,unrelated,8.29364e-09,6.5727296e-10,2.7048787e-07,0.99999976
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,1948,unrelated,unrelated,unrelated,5.0209106e-08,7.903654e-09,1.4646241e-06,0.99999845
"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",320,unrelated,unrelated,unrelated,3.252167e-05,2.4574176e-05,0.003357845,0.996585
Seven teenage girls get pregnant on school trip,499,unrelated,unrelated,unrelated,1.5831143e-08,9.148776e-09,1.6151661e-07,0.99999976
Islamic State reports youngest jihadist 'martyred' in battle,1261,unrelated,unrelated,unrelated,1.5895461e-08,8.318386e-08,5.5786825e-07,0.9999993
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),99,unrelated,unrelated,unrelated,4.0305056e-07,1.9849337e-07,4.872914e-05,0.99995065
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1254,discuss,discuss,discuss,5.6035457e-05,9.6547024e-05,0.9998361,1.1296217e-05
Kim Jong-Un 'bans the name Kim Jong-un',139,unrelated,unrelated,unrelated,4.5226548e-07,2.2882396e-07,2.330212e-06,0.999997
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,2347,discuss,discuss,discuss,0.0003006942,3.674398e-05,0.9996207,4.1845007e-05
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",2347,agree,agree,discuss,0.037028644,0.00037812427,0.96257186,2.136888e-05
Fence Jumper Made It Deeper Into the White House Than Secret Service Claims,1787,unrelated,unrelated,unrelated,2.5240393e-08,1.3732415e-08,5.827956e-07,0.9999994
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",459,unrelated,unrelated,unrelated,3.392516e-08,2.342186e-08,6.4514694e-07,0.9999993
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1610,agree,agree,agree,0.84745586,0.00144092,0.13451321,0.01659001
Report: Michael Phelps’ Tinder ‘Girlfriend’ Was Born Male; “We Made Love During Halftime”,330,unrelated,unrelated,unrelated,1.1111547e-07,1.574219e-08,0.0001014953,0.9998983
Hunt for 'cruel' owner who abandoned dog at train station,1042,unrelated,unrelated,unrelated,4.9586515e-07,4.368766e-08,1.3667434e-07,0.9999993
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,171,unrelated,unrelated,unrelated,5.733583e-08,1.0243088e-08,2.7518994e-05,0.99997246
Here Are Microsoft's New Robot Security Guards,1721,unrelated,unrelated,unrelated,7.46181e-06,3.3971673e-07,4.3284767e-06,0.99998784
ISIS leader dead?,731,discuss,discuss,discuss,1.8012293e-05,1.0984238e-06,0.99997854,2.3382474e-06
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1821,unrelated,unrelated,unrelated,2.8638596e-09,9.32969e-10,2.6749344e-06,0.9999974
ISIS executioner 'Jihadi John' named by media,1489,discuss,discuss,discuss,2.620027e-06,2.2930326e-06,0.99999475,3.847888e-07
Homeless man receives $100... then shocks everyone with how he spends it,1950,unrelated,unrelated,unrelated,1.9856795e-06,1.662945e-08,1.5238541e-07,0.99999785
Media outlets identify 'Jihadi John',1406,unrelated,unrelated,unrelated,6.857703e-08,2.4342306e-08,4.7803747e-05,0.9999521
Son Pays Off His Parents’ Mortgage for Christmas,1567,agree,agree,agree,0.99574006,9.108655e-06,0.0042505716,3.0935286e-07
"Meteorite makes big crater in Nicaragua, government says",816,unrelated,unrelated,unrelated,6.423833e-09,3.39257e-08,5.9557816e-08,0.9999999
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),570,unrelated,unrelated,unrelated,6.517114e-09,2.0296878e-09,1.11262e-06,0.9999989
"Despite no Ebola case in Kansas City, the rumor goes viral",1519,unrelated,unrelated,unrelated,1.4215986e-07,2.2325642e-08,7.355318e-07,0.99999905
Christian Bale Exits Steve Jobs Movie (Exclusive),1299,agree,agree,agree,0.70055866,0.053951416,0.24465543,0.00083447306
Christian Bale in Talks to Play Steve Jobs (Exclusive),454,discuss,discuss,discuss,0.000102052865,2.5457219e-05,0.9998722,2.3070754e-07
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1804,unrelated,unrelated,unrelated,1.4058759e-08,2.743226e-08,7.0080873e-06,0.99999297
White House fence-jumper made it far deeper into building than previously known,917,unrelated,unrelated,unrelated,7.567739e-08,5.226077e-08,4.746724e-07,0.9999994
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2053,discuss,discuss,discuss,0.00013597042,7.5537505e-06,0.74990034,0.24995615
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,534,unrelated,unrelated,unrelated,4.207265e-08,5.9517607e-08,1.474735e-07,0.99999976
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",1305,discuss,discuss,discuss,0.0010726665,0.00010057831,0.99882644,3.2359765e-07
Microsoft turns to robotic security guards to watch for trouble,1837,agree,agree,agree,0.93969023,0.037815887,0.022432046,6.182075e-05
"Gold Apple Watch Edition Could Cost As Much As $1,200",1934,unrelated,unrelated,unrelated,8.924888e-09,4.2562465e-10,1.0033033e-07,0.9999999
Bali Awry,1709,unrelated,unrelated,unrelated,3.5415076e-07,4.095595e-08,0.00010250449,0.9998971
Has Ebola infected Isis militants in Mosul?,720,unrelated,unrelated,unrelated,5.127105e-07,6.352343e-08,0.00037660482,0.9996228
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,1177,unrelated,unrelated,unrelated,6.826075e-07,4.0297905e-08,3.1788018e-06,0.99999607
Shots Heard In Alleged Brown Shooting Recording [AUDIO],205,unrelated,unrelated,unrelated,1.1840133e-07,1.2519922e-07,5.746792e-05,0.9999423
Nigeria says it has deal with Boko Haram to release kidnapped girls,171,unrelated,unrelated,unrelated,7.2349586e-08,2.7919013e-08,0.00016286942,0.99983704
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,1408,unrelated,unrelated,unrelated,8.5512646e-08,4.9580706e-07,3.6517662e-08,0.9999994
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1807,discuss,discuss,discuss,6.5144222e-06,5.850446e-07,0.9999924,4.884893e-07
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1125,unrelated,unrelated,unrelated,4.403762e-09,2.9388259e-08,3.9265725e-08,0.9999999
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,2033,unrelated,unrelated,unrelated,3.1222376e-07,7.7976324e-08,6.7013985e-07,0.9999989
Michael Brown shooting audio caught on tape?,346,unrelated,unrelated,unrelated,3.5707547e-08,2.8992293e-08,3.9769934e-06,0.99999595
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1934,discuss,discuss,discuss,0.01612683,0.0030576028,0.9804159,0.00039962202
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1029,unrelated,unrelated,unrelated,3.6757765e-08,6.14965e-09,7.1862837e-07,0.9999993
"Obama, Outraged Over Beheading, Vows to Stay on Course",1966,agree,agree,agree,0.48131037,0.000102927566,0.046915013,0.47167173
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1299,unrelated,unrelated,unrelated,7.886187e-08,9.690369e-09,5.7968478e-08,0.9999999
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1006,unrelated,unrelated,unrelated,1.2559833e-06,3.4569844e-06,5.3968424e-06,0.99998987
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1489,unrelated,unrelated,unrelated,1.1308446e-07,1.39979e-08,8.4199564e-05,0.9999157
ISIS Militant “Jihadi John” Identified As Young West Londoner,2033,unrelated,unrelated,unrelated,3.5046003e-07,8.131519e-08,3.9521785e-07,0.99999917
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1574,unrelated,unrelated,unrelated,1.1810099e-06,2.3987162e-08,1.5506666e-08,0.9999988
Soldier shot near Canadian parliament building,524,unrelated,unrelated,unrelated,9.678338e-09,2.9802667e-09,6.837753e-07,0.9999993
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",2504,agree,agree,agree,0.78134716,0.00014302616,0.21850172,8.0796335e-06
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",34,unrelated,unrelated,unrelated,8.1464175e-05,1.7238624e-05,0.0005220038,0.9993793
ISIS Seemingly Beheaded American Journalist James Wright Foley,2070,unrelated,unrelated,unrelated,1.5824346e-08,6.172557e-08,5.403215e-07,0.9999994
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1529,discuss,discuss,discuss,4.7379286e-05,2.7426622e-05,0.99992514,1.06602826e-07
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",2314,unrelated,unrelated,unrelated,7.690804e-09,8.433496e-09,1.3679038e-06,0.99999857
Former U.S. soldier says IS used chemical weapons in Kobani,1369,discuss,discuss,discuss,0.00069752807,3.921117e-05,0.9992254,3.7863792e-05
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2088,unrelated,unrelated,unrelated,8.954028e-09,2.6103285e-08,1.0655305e-07,0.9999999
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",1720,discuss,discuss,agree,0.6178732,7.9738194e-05,0.3820439,3.172657e-06
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,1372,unrelated,unrelated,unrelated,2.5634867e-07,3.68016e-08,7.0572133e-07,0.99999905
Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,989,discuss,discuss,discuss,6.836514e-05,6.185538e-06,0.99803275,0.0018926702
Mexico checks if 43 missing students in mass grave,2385,unrelated,unrelated,unrelated,6.051861e-08,3.1776246e-08,1.0717021e-05,0.99998915
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,1042,unrelated,unrelated,unrelated,1.3710066e-07,4.9659144e-07,4.172258e-07,0.9999989
Research Medical Center denies reports that a patient has Ebola,1226,unrelated,unrelated,unrelated,2.0876222e-07,1.8388523e-08,1.08332614e-07,0.99999964
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,2434,unrelated,unrelated,unrelated,1.4476347e-09,1.8839822e-08,4.0191026e-07,0.9999995
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1299,unrelated,unrelated,unrelated,5.336788e-09,2.94092e-09,7.064359e-07,0.9999993
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1358,unrelated,unrelated,unrelated,1.0271267e-06,1.4833944e-07,4.645179e-08,0.9999988
ISIS Beheads American Journalist James Foley in Video Message to U.S.,704,unrelated,unrelated,unrelated,3.4761857e-07,2.0541813e-07,5.2498026e-06,0.99999416
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",816,unrelated,unrelated,unrelated,3.654141e-08,4.171863e-08,8.030858e-07,0.99999917
Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,236,unrelated,unrelated,unrelated,1.4721436e-06,1.1852652e-08,1.243687e-06,0.99999726
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1948,unrelated,unrelated,unrelated,2.8210147e-06,6.343465e-08,0.00023177214,0.99976534
"Source: Pot in NYC may soon net just a ticket, not arrest",221,unrelated,unrelated,unrelated,1.4859957e-07,6.4933204e-08,2.5905488e-06,0.99999714
"Video showing American journalist beheaded believed real, officials and family say",2070,unrelated,unrelated,unrelated,2.502484e-06,1.5714727e-07,2.0104754e-07,0.99999714
Mohammed Islam Denies Making $72 Million From Stock Market Trading,2009,unrelated,unrelated,unrelated,7.851439e-08,4.378366e-09,3.692831e-07,0.9999995
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",2240,unrelated,unrelated,unrelated,8.095573e-07,1.4052328e-08,9.781507e-08,0.99999905
Apple’s next MacBook could be a 12-inch MacBook Air,1679,unrelated,unrelated,unrelated,2.287528e-07,7.690121e-08,2.801681e-06,0.9999969
Watch marine take sniper shot to the head and live,488,agree,agree,agree,0.99791783,0.00037175854,0.0017086075,1.8332314e-06
Apple Orders More Than 5 Million Watches for Initial Run,1934,unrelated,unrelated,unrelated,1.4107151e-08,3.9111954e-09,1.5362616e-07,0.9999999
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1863,unrelated,unrelated,unrelated,9.41568e-07,2.1857824e-07,8.603407e-06,0.9999902
Report: Amazon to Launch Ad-Supported Streaming Service,2442,unrelated,unrelated,unrelated,1.1295674e-06,3.5880262e-06,0.0019882284,0.9980071
